id,timestamp,source,rating,feedback_text
1641,2024-03-17,app_store_review,1.0,thank yooou to the agent priya who handled my complaint so well
1345,2024-03-17,support_ticket,1.0,the store staff was friendly when i picked up my order this is the second time
1500,2024-03-17,app_store_review,4.0,love this app ordering is so smooth and fast
2002,2024-03-17,app_store_review,,the new version drains my battery so fast
1276,2024-03-18,app_store_review,1.0,got charged for a subscription i cancelled last month  my biryani order in mumbai
1590,2024-03-18,support_ticket,3.0,got charged for a subscription i cancelled last month  my pizza order in bangalore
1007,2024-03-18,app_store_review,2.0,delivery person was rude and threw the bag on the floor agent rahul was handling it
2584,2024-03-18,support_ticket,2.0,login keeps failing and when i finally got in the coupon did not apply either
1464,2024-03-18,survey_comment,5.0,five stars the app is fantastic and reliable  my burger order in delhi
2048,2024-03-18,app_store_review,1.0,customer care kept me on hold for 40 minutes then disconnected agent arjun was handling it
2233,2024-03-18,support_ticket,1.0,delivery person was rude and threw the bag on the floor
1636,2024-03-18,survey_comment,3.0,driver could not find my building and just cancelled this is the fourth time
1386,2024-03-18,support_ticket,1.0,items were missing from my delivery got only half the order
1522,2024-03-18,survey_comment,2.0,chat support gave me copy paste answers that did not help
2016,2024-03-19,support_ticket,5.0,five stars the app is fantastic and reliable agent sana was handling it
1232,2024-03-19,survey_comment,5.0,great experience overall food always fresh  my thali order in bangalore
1188,2024-03-19,app_store_review,5.0,great experience overall food always fresh agent priya was handling it
1534,2024-03-19,survey_comment,,cannot add address the save button is greyed out
2442,2024-03-19,app_store_review,2.0,the store staff was friendly when i picked up my order agent sana was handling it
1578,2024-03-19,support_ticket,,super easy to use and quick checkout well done team this is the first time
1024,2024-03-19,support_ticket,1.0,waited two hours and the order was finally cancelled by the app
2422,2024-03-19,survey_comment,,order marked delivered but nothing arrived at my place this is the third time
1060,2024-03-19,app_store_review,,love this app ordering is so smooth and fast
1405,2024-03-20,support_ticket,1.0,chat support gave me copy paste answers that did not help
1908,2024-03-20,app_store_review,,great experience overall food always fresh  my thali order in hyderabad
1227,2024-03-20,app_store_review,1.0,food was spilled all over the bag when it reached me
1061,2024-03-20,support_ticket,5.0,best delivery service in my city never had an issue  my milk order in kolkata
1068,2024-03-20,app_store_review,1.0,coupon save50 did not apply at checkout and i paid full price
2241,2024-03-20,survey_comment,,five stars the app is fantastic and reliable
1491,2024-03-20,support_ticket,5.0,love this app ordering is so smooth and fast
1291,2024-03-20,app_store_review,1.0,login button does nothing on the latest update
1854,2024-03-20,support_ticket,2.0,why is there a service fee i never agreed to on my bill
1090,2024-03-20,support_ticket,,best delivery service in my city never had an issue
2154,2024-03-20,support_ticket,2.0,thank you to the agent priya who handled my complaint so well  my pizza order in delhi
1924,2024-03-20,app_store_review,3.0,the store staff was friendly when i picked up my order
1263,2024-03-20,support_ticket,1.0,thank you to the agent priya who handled my complaint so well  my burger order in chennai
1612,2024-03-20,app_store_review,1.0,package was left at the wrong door i never received it
1796,2024-03-21,app_store_review,2.0,payment failed but money got deducted from my account  my pizza order in kolkata
1899,2024-03-21,survey_comment,5.0,love this app ordering is so smooth and fast
2485,2024-03-21,app_store_review,,my order arrived almost an hour late and the food was cold
1848,2024-03-21,support_ticket,,looove this app ordering is so smooth and fast
2436,2024-03-21,survey_comment,4.0,great experience overall food always fresh this is the fourth time
1288,2024-03-21,support_ticket,3.0,payment failed but money got deducted from my account
1144,2024-03-21,app_store_review,4.0,super easy to use and quick checkout well done team
1508,2024-03-21,app_store_review,3.0,package was left at the wrong door i never received it agent priya was handling it
1262,2024-03-21,survey_comment,2.0,app stuck on loading screen for 5 minutes then closed
2409,2024-03-21,app_store_review,,five stars the app is fantastic and reliable this is the fourth time
2306,2024-03-21,survey_comment,5.0,best delivery service in my city never had an issue
1212,2024-03-21,support_ticket,3.0,order marked delivered but nothing arrived at my place
2376,2024-03-21,survey_comment,3.0,waited two hours and the order was finally cancelled by the app
1030,2024-03-22,support_ticket,2.0,delivery person was rude and threw the bag on the floor
1746,2024-03-22,support_ticket,2.0,delivery person was rude and threw the bag on the floor this is the fourth time
2430,2024-03-22,support_ticket,,why is there a service fee i never agreed to on my bill
1828,2024-03-22,survey_comment,1.0,waited two hours and the order was finally cancelled by the app  my groceries order in bangalore
1091,2024-03-22,survey_comment,,delivery person was rude and threw the bag on the floor  my pizza order in kolkata
1867,2024-03-22,support_ticket,2.0,nobody from support replied to my three emails agent priya was handling it
1077,2024-03-22,survey_comment,1.0,coupon save50 did not apply at checkout and i paid full price  my thali order in kolkata
1798,2024-03-22,survey_comment,2.0,the invoice amount does not match what the app showed me
2606,2024-03-22,survey_comment,,what are your office timings on weekends
1235,2024-03-22,survey_comment,2.0,got charged for a subscription i cancelled last month agent rahul was handling it
1026,2024-03-22,support_ticket,1.0,payment failed but money got deducted from my account this is the first time
1283,2024-03-23,support_ticket,1.0,customer care kept me on hold for 40 minutes then disconnected
1492,2024-03-23,app_store_review,,great experience overall food always fresh
1488,2024-03-23,support_ticket,,package was left at the wrong door i never received it agent meera was handling it
1856,2024-03-23,app_store_review,3.0,payment failed but money got deducted from my account
2069,2024-03-23,app_store_review,4.0,love this app ordering is so smooth and fast  my milk order in bangalore
1133,2024-03-23,app_store_review,3.0,login button does nothing on the latest update  my biryani order in bangalore
1225,2024-03-23,app_store_review,1.0,search bar shows no results even for items that exist agent rahul was handling it
1367,2024-03-23,support_ticket,5.0,best delivery service in my city never had an issue  my fruits order in kolkata
1301,2024-03-23,support_ticket,1.0,customer care kept me on hold for 40 minutes then disconnected  my fruits order in mumbai
1586,2024-03-23,app_store_review,4.0,love this app ordering is so smooth and fast  my burger order in pune
1841,2024-03-23,survey_comment,5.0,super easy to use and quick checkout well done team
2336,2024-03-23,support_ticket,3.0,the support agent was very helpful and solved my issue quickly this is the third time
1176,2024-03-24,support_ticket,3.0,package was left at the wrong door i never received it agent arjun was handling it
1914,2024-03-24,survey_comment,2.0,thank you to the agent priya who handled my complaint so well
1371,2024-03-24,survey_comment,5.0,love this app ordering is so smooth and fast  my sushi order in pune
1688,2024-03-24,app_store_review,4.0,great experience overall food always fresh  my groceries order in kolkata
1843,2024-03-24,survey_comment,5.0,great experience oooverall food always fresh
2094,2024-03-24,survey_comment,5.0,five stars the app is fantastic and reliable  my pizza order in bangalore
1437,2024-03-24,support_ticket,,the new version drains my battery so fast
1388,2024-03-24,survey_comment,2.0,driver could not find my building and just cancelled
1207,2024-03-24,app_store_review,2.0,app keeps crashing every time i ooopen the cart
2787,2024-03-24,app_store_review,3.0,works fine for me most of the time
1454,2024-03-25,survey_comment,5.0,best delivery service in my city never had an issue
2417,2024-03-25,support_ticket,1.0,chat support gave me copy paste answers that did not help  my groceries order in hyderabad
2511,2024-03-25,app_store_review,5.0,perfect the app froze again what a wonderful feature
1735,2024-03-25,survey_comment,2.0,the support agent was very helpful and solved my issue quickly
1377,2024-03-25,support_ticket,2.0,package was left at the wrong door i never received it agent vikram was handling it
2529,2024-03-25,app_store_review,5.0,oh great crashed again right at checkout just love it
1703,2024-03-25,survey_comment,1.0,thank you to the agent priya who handled my complaint so well
2441,2024-03-25,survey_comment,1.0,the store staff was friendly when i picked up my order  my milk order in bangalore
2080,2024-03-25,app_store_review,,the invoice amount does not match what the app showed me
2480,2024-03-25,app_store_review,3.0,my order arrived almost an hour late and the food was cold
1394,2024-03-25,app_store_review,2.0,cannot add address the save button is greyed out agent anil was handling it
2566,2024-03-26,app_store_review,1.0,app crashed during payment and then it still deducted money from my card
2779,2024-03-26,support_ticket,5.0,super easy to use and quick checkout well done team  my milk order in mumbai
1200,2024-03-26,support_ticket,1.0,delivery person was rude and threw the bag on the floor
2458,2024-03-26,app_store_review,1.0,double deduction on my card for order need this reversed asap this is the third time
1413,2024-03-26,support_ticket,,login button does nothing on the latest update
1084,2024-03-26,survey_comment,3.0,cannot add address the save button is greyed out agent neha was handling it
1445,2024-03-26,app_store_review,2.0,the map screen freezes and i cannot place an order  my burger order in delhi
1849,2024-03-26,support_ticket,2.0,login button does nothing on the latest update  my pizza order in hyderabad
2384,2024-03-26,survey_comment,2.0,the new version drains my battery so fast agent meera was handling it
1596,2024-03-27,survey_comment,2.0,chat support gave me copy paste answers that did not help
2309,2024-03-27,support_ticket,3.0,notifications stopped working after the update agent meera was handling it
1738,2024-03-27,app_store_review,2.0,the store staff was friendly when i picked up my order  my milk order in kolkata
2119,2024-03-27,app_store_review,2.0,delivery person was rude and threw the bag on the floor
1561,2024-03-28,app_store_review,1.0,nobody from support replied to my three emails agent arjun was handling it
2473,2024-03-28,app_store_review,3.0,looogin button does nothing on the latest update
1588,2024-03-28,survey_comment,4.0,super easy to use and quick checkout well done team
1087,2024-03-28,survey_comment,,five stars the app is fantastic and reliable  my milk order in chennai
2286,2024-03-28,app_store_review,5.0,best delivery service in my city never had an issue ooorder 847204
1457,2024-03-28,app_store_review,2.0,nobody from support replied to my three emails  my sushi order in bangalore
1979,2024-03-28,support_ticket,1.0,why is there a service fee i never agreed to on my bill
1540,2024-03-28,app_store_review,,super easy to use and quick checkout well done team  my biryani order in hyderabad
1654,2024-03-28,survey_comment,,the map screen freezes and i cannot place an order
1510,2024-04-01,survey_comment,4.0,five stars the app is fantastic and reliable
2075,2024-04-01,app_store_review,1.0,coupon save50 did not apply at checkout and i paid full price  my sushi order in bangalore
2049,2024-04-01,support_ticket,,got charged for a subscription i cancelled last month this is the first time
1945,2024-04-02,survey_comment,,love this app ordering is so smooth and fast
2187,2024-04-02,app_store_review,,got charged for a subscription i cancelled last month
2809,2024-04-03,survey_comment,3.0,the support agent was very helpful and solved my issue quickly agent meera was handling it
1531,2024-04-03,app_store_review,1.0,the store staff was friendly when i picked up my order
2435,2024-05-01,app_store_review,1.0,items were missing from my delivery got only half the order
2413,2024-05-02,app_store_review,1.0,the new version drains my battery so fast  my sushi order in bangalore
1926,2024-05-02,app_store_review,1.0,customer care kept me on hold for 40 minutes then disconnected this is the fourth time
1106,2024-05-03,app_store_review,1.0,payment failed but money got deducted from my account this is the first time
1044,2024-05-03,app_store_review,2.0,package was left at the wrong door i never received it agent neha was handling it
2358,2024-05-03,app_store_review,1.0,the store staff was friendly when i picked up my order  my groceries order in mumbai
1430,2024-05-03,survey_comment,2.0,order marked delivered but nothing arrived at my place  my thali order in bangalore
2065,2024-06-02,support_ticket,2.0,items were missing from my delivery got only half the order
1224,2024-06-03,survey_comment,1.0,thank you to the agent priya who handled my complaint so well  my milk order in delhi
1307,2024-06-03,app_store_review,3.0,my refund still hasnt come after 10 days this is ridiculous  my sushi order in chennai
1314,2024-07-01,survey_comment,3.0,meh
1438,2024-07-01,app_store_review,4.0,best delivery service in my city never had an issue agent sana was handling it
1241,2024-07-02,survey_comment,2.0,payment failed but money got deducted from my account  my thali order in hyderabad
2462,2024-08-01,survey_comment,1.0,the map screen freezes and i cannot place an order
1804,2024-08-01,app_store_review,1.0,cannot add address the save button is greyed out  my burger order in delhi
1043,2024-08-02,app_store_review,1.0,customer care kept me on hold for 40 minutes then disconnected
1542,2024-08-02,survey_comment,1.0,coupon save50 did not apply at checkout and i paid full price  my groceries order in delhi
1878,2024-08-03,survey_comment,3.0,package was left at the wrong door i never received it
1554,2024-09-01,support_ticket,,driver could not find my building and just cancelled agent vikram was handling it
1833,2024-09-01,app_store_review,2.0,food was spilled all over the bag when it reached me agent neha was handling it
2255,2024-09-02,app_store_review,2.0,app stuck on loading screen for 5 minutes then closed  my thali order in bangalore
2371,2024-09-02,support_ticket,4.0,great experience overall food always fresh this is the first time
2147,2024-09-02,survey_comment,1.0,waited two hours and the order was finally cancelled by the app
2680,2024-09-02,survey_comment,1.0,mera refund abhi tak nahi aaya bahut bura service hai
1216,2024-09-02,app_store_review,2.0,my refund still hasnt cooome after 10 days this is ridiculous this is the second time
1697,2024-09-03,app_store_review,4.0,five stars the app is fantastic and reliable
1775,2024-09-03,app_store_review,5.0,great experience overall food always fresh
2068,2024-09-03,survey_comment,5.0,love this app ordering is so smooth and fast  my thali order in hyderabad
1731,2024-10-01,support_ticket,5.0,great experience overall food always fresh  my groceries order in pune
2224,2024-10-01,support_ticket,3.0,app stuck on loading screen for 5 minutes then closed
1027,2024-10-02,support_ticket,3.0,chat support gave me copy paste answers that did not help
1124,2024-11-01,survey_comment,3.0,food was spilled all over the bag when it reached me this is the fourth time
1264,2024-11-01,support_ticket,1.0,my refund still hasnt come after 10 days this is ridiculous this is the fourth time
1222,2024-11-02,survey_comment,2.0,search bar shows no results even for items that exist this is the fourth time
2060,2024-11-02,survey_comment,1.0,food was spilled all over the bag when it reached me agent meera was handling it
1350,2024-11-02,app_store_review,5.0,love this app ordering is so smooth and fast
1553,2024-11-03,support_ticket,5.0,best delivery service in my city never had an issue agent meera was handling it
2768,2024-11-03,app_store_review,1.0,my order arrived almost an hour late and the food was cold  my thali order in mumbai
2450,2024-12-01,support_ticket,2.0,looogin button does nothing on the latest update
2209,2024-12-01,app_store_review,1.0,the invoice amount does not match what the app showed me agent anil was handling it
1324,2024-12-01,app_store_review,,waited two hours and the order was finally cancelled by the app
2242,2024-12-02,survey_comment,2.0,the store staff was friendly when i picked up my order  my fruits order in mumbai
1887,2024-12-02,app_store_review,2.0,the invoice amount does not match what the app showed me this is the third time
